season,season_type,game_type,team,week,gsis_id,position,player_name,first_name,last_name,injury_type,report_secondary_injury,status,practice_primary_injury,practice_secondary_injury,practice_participation,scraped_at,source
2026,REG,REG,TB,1,00-0034989,T,Justin Skule,Justin,Skule,Oblique,,Doubtful,Oblique,,Limited,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,TB,1,00-0035942,LB,Christian Rozeboom,Christian,Rozeboom,Foot,,Questionable,Foot,,Limited,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,TB,1,00-0038951,RB,Sean Tucker,Sean,Tucker,Hamstring,,Doubtful,Hamstring,,Limited,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,TB,1,00-0039855,WR,Jalen McMillan,Jalen,McMillan,Knee,,Doubtful,Knee,,Limited,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,TB,1,00-0040129,WR,Emeka Egbuka,Emeka,Egbuka,,,Full,Toe,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,TB,1,00-0041031,LB,Rueben Bain Jr.,Rueben,Bain,,,Full,Shoulder,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,TB,1,00-0041082,G,Billy Schrauth,William,Schrauth,,,Full,Knee,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,TEN,1,00-0039858,LB,Cedric Gray,Cedric,Gray,Concussion,,Out,Concussion,,DNP,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,TEN,1,00-0041508,DE,Keldric Faulk,Keldric,Faulk,,,Full,Shoulder,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0032268,QB,Marcus Mariota,Marcus,Mariota,,,Full,Knee,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0034333,DT,Daron Payne,Daron,Payne,,,Limited,Knee,,Limited,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0035149,C,Nick Allegretti,Nick,Allegretti,,,Full,Calf,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0035279,DE,Charles Omenihu,Charles,Omenihu,,,Full,Wrist,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0036260,DT,Javon Kinlaw,Javon,Kinlaw,,,Full,Back,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0036286,LB,K'Lavon Chaisson,K'Lavon,Chaisson,,,Limited,Knee,,Limited,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0036940,LB,Odafe Oweh,Odafe,Oweh,,,Limited,Calf,,Limited,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0039368,LB,Jordan Magee,Jordan,Magee,,,Full,Chest,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0039912,TE,Ben Sinnott,Ben,Sinnott,,,Full,Oblique,,Full,2026-09-15 08:16:02.365138,nflreadpy
2026,REG,REG,WAS,1,00-0040242,RB,Jacory Croskey-Merritt,Jacory,Croskey-Merritt,,,Limited,Groin,,Limited,2026-09-15 08:16:02.365138,nflreadpy
