player_id,player_name,game_id,season,week,team,opponent,passing_yards,pass_tds,completions,attempts,interceptions,game_date,completion_pct,passing_yards_L3,passing_yards_L5,passing_yards_L10,passing_yards_std_L5,pass_tds_L3,pass_tds_L5,pass_tds_L10,pass_tds_std_L5,completions_L3,completions_L5,completions_L10,completions_std_L5,attempts_L3,attempts_L5,attempts_L10,attempts_std_L5,interceptions_L3,interceptions_L5,interceptions_L10,interceptions_std_L5
00-0019596,T.Brady,2020_11_LA_TB,2020,11,TB,LA,216.0,2.0,26.0,48.0,2.0,2020-11-23,54.2,294.76171875,285.55641924503385,274.7580214742769,73.61702642072571,2.134765625,2.136818574404309,2.1885427432071047,1.5571057616863082,26.40625,26.10943453741808,25.480242075904467,4.546472046868349,39.0703125,39.04562312655592,38.710281221840724,4.4443264244759035,0.763671875,0.7609612355840066,0.8659438815345625,1.4001421100724043
00-0019596,T.Brady,2020_12_KC_TB,2020,12,TB,KC,345.0,3.0,27.0,41.0,2.0,2020-11-29,65.9,255.380859375,262.37094616335594,264.0747448425902,70.39842920028846,2.0673828125,2.091212382936206,2.1542622444421764,1.2731767925375186,26.203125,26.072956358278724,25.574743516649107,3.7119291455411134,43.53515625,42.03041541770395,40.39932099968786,5.953338219461597,1.3818359375,1.1739741570560045,1.072135903073733,1.316441408470195
00-0019596,T.Brady,2020_14_MIN_TB,2020,14,TB,MIN,196.0,2.0,15.0,23.0,0.0,2020-12-13,65.2,300.1904296875,289.913964108904,278.7884275984829,72.11244875889282,2.53369140625,2.3941415886241373,2.3080327454526897,1.1445165438843357,26.6015625,26.38197090551915,25.833881059076543,3.069663502137267,42.267578125,41.68694361180263,40.50853536338097,4.890723955958291,1.69091796875,1.449316104704003,1.240838466151236,1.1596165643879075
00-0019596,T.Brady,2020_15_TB_ATL,2020,15,TB,ATL,390.0,2.0,31.0,45.0,0.0,2020-12-20,68.9,248.09521484375,258.609309405936,263.73598621694055,76.91973173554497,2.266845703125,2.2627610590827585,2.2520267917340187,0.9572714193206332,20.80078125,22.587980603679437,23.864084502880804,6.501497265398976,32.6337890625,35.45796240786842,37.3251652973117,10.627850958162231,0.845458984375,0.9662107364693355,1.0152314723055567,1.2165191331806495
00-0019596,T.Brady,2020_16_TB_DET,2020,16,TB,DET,348.0,4.0,22.0,27.0,0.0,2020-12-26,81.5,319.047607421875,302.406206270624,286.6930796320422,93.48714861897635,2.1334228515625,2.175174039388506,2.2062037386914697,0.7937703949173012,25.900390625,25.391987069119626,25.1615236841752,6.916311449576703,38.81689453125,38.63864160524562,38.72058978870957,10.029496182859138,0.4227294921875,0.6441404909795571,0.8306439318863644,1.1162033540952443
00-0019596,T.Brady,2020_17_ATL_TB,2020,17,TB,ATL,399.0,4.0,26.0,41.0,1.0,2021-01-03,63.4,333.5238037109375,317.6041375137494,297.8397924262163,80.02455083916722,3.06671142578125,2.7834493595923373,2.5323485134748385,1.1597626836539552,23.9501953125,24.26132471274642,24.586701196143345,5.923327263449477,32.908447265625,34.75909440349708,36.58957346348964,10.231676463344806,0.21136474609375,0.4294269939863714,0.67961776245248,0.9725484575703327
00-0019596,T.Brady,2020_18_TB_WAS,2020,18,TB,WAS,381.0,2.0,22.0,40.0,0.0,2021-01-09,55.0,366.26190185546875,344.73609167583294,316.23255743963153,78.1640897915168,3.533355712890625,3.188966239728225,2.799194238297595,1.143593373366994,24.97509765625,24.84088314183095,24.84366461502637,4.9224088693470325,36.9542236328125,36.83939626899806,37.39146919740062,8.978318880617904,0.605682373046875,0.6196179959909143,0.7378690783702109,0.8491141888247852
00-0019596,T.Brady,2020_19_TB_NO,2020,19,TB,NO,199.0,2.0,18.0,33.0,0.0,2021-01-17,54.5,373.6309509277344,356.82406111722196,328.00845608697125,66.62109161136651,2.7666778564453125,2.792644159818817,2.6538861949707595,1.1245207412062121,23.487548828125,23.893922094553968,24.326634685021574,4.288962871047199,38.47711181640625,37.892930845998706,37.86574752514596,7.517634497742149,0.3028411865234375,0.4130786639939429,0.6037110641210816,0.766360466208437
00-0019596,T.Brady,2020_20_TB_GB,2020,20,TB,GB,280.0,3.0,20.0,36.0,3.0,2021-01-24,55.6,286.3154754638672,304.2160407448147,304.5523731620674,99.38775612649474,2.3833389282226562,2.5284294398792113,2.534997795885167,1.00873876932917,20.7437744140625,21.929281396369312,23.176337469563105,4.681131825838595,35.738555908203125,36.261953897332475,36.9810661569376,6.657831865366866,0.15142059326171875,0.275385775995962,0.49394541609906667,0.6625230430773432
00-0019596,T.Brady,2020_21_KC_TB,2020,21,TB,KC,201.0,3.0,21.0,29.0,0.0,2021-02-07,72.4,283.1577377319336,296.1440271632098,300.0883053144188,82.14726933504956,2.691669464111328,2.685619626586141,2.619543651178773,0.860314359332785,20.37188720703125,21.28618759757954,22.598821566006176,3.9550701188689836,35.86927795410156,36.17463593155499,36.80269049203985,5.437848311856242,1.5757102966308594,1.1835905173306414,0.9495917040810544,1.5345080413070815
00-0019596,T.Brady,2021_01_DAL_TB,2021,1,TB,DAL,379.0,4.0,32.0,50.0,2.0,2021-09-09,64.0,242.0788688659668,264.4293514421399,282.07224980270627,83.74564812821802,2.845834732055664,2.790413084390761,2.6887175327826323,0.7217210333591542,20.685943603515625,21.190791731719695,22.308126735823237,3.2328214782565063,32.43463897705078,33.78309062103666,35.384019493487145,5.83199649929832,0.7878551483154297,0.7890603448870943,0.7769386669754081,1.3996230831443666
00-0019596,T.Brady,2021_02_ATL_TB,2021,2,TB,ATL,276.0,5.0,24.0,36.0,0.0,2021-09-19,66.7,310.5394344329834,302.61956762809325,299.6954771113051,91.22382941041279,3.422917366027832,3.1936087229271743,2.9271325268221533,0.8681422530313124,26.342971801757812,24.7938611544798,24.070285511128098,6.278749752203089,41.21731948852539,39.18872708069111,38.0414704946713,9.784020475079563,1.3939275741577148,1.1927068965913963,0.9993134547980612,1.308926819652724
00-0019596,T.Brady,2021_03_TB_LA,2021,3,TB,LA,432.0,1.0,41.0,55.0,0.0,2021-09-26,74.5,293.2697172164917,293.74637841872885,295.38720854561325,75.7937430194556,4.211458683013916,3.7957391486181162,3.304017521945398,1.1869498512477124,25.171485900878906,24.529240769653203,24.057506327286625,5.143622995896299,38.608659744262695,38.12581805379408,37.6702940410947,8.163484162839895,0.6969637870788574,0.7951379310609309,0.8176200993802318,1.2398974193518786
00-0019596,T.Brady,2021_04_TB_NE,2021,4,TB,NE,269.0,0.0,22.0,43.0,0.0,2021-10-03,51.2,362.63485860824585,339.83091894581923,320.2258979009563,95.5994587793841,2.605729341506958,2.8638260990787447,2.8851052452280523,1.763629254449967,33.08574295043945,30.019493846435473,27.13795972232542,9.643396864490981,46.80432987213135,43.750545369196054,40.82114966998657,11.114054599337393,0.3484818935394287,0.5300919540406207,0.668961899492917,1.0956826542227953
