player_id,player_name,game_id,season,week,team,opponent,passing_yards,pass_tds,completions,attempts,interceptions,game_date,completion_pct,passing_yards_L3,passing_yards_L5,passing_yards_L10,passing_yards_std_L5,pass_tds_L3,pass_tds_L5,pass_tds_L10,pass_tds_std_L5,completions_L3,completions_L5,completions_L10,completions_std_L5,attempts_L3,attempts_L5,attempts_L10,attempts_std_L5,interceptions_L3,interceptions_L5,interceptions_L10,interceptions_std_L5
00-0026158,J.Flacco,2025_02_CLE_BAL,2025,2,CLE,BAL,199.0,1.0,25.0,45.0,1.0,2025-09-14,55.6,282.4925372302532,276.9996188229968,269.18389152060183,51.33190922175665,1.1948446333408356,1.3414512140723673,1.528361340385143,0.7551462254294942,27.399600446224213,26.197814492345397,24.870603761645484,5.353406161075526,41.60517594218254,39.92882015153887,38.22611172895082,6.0965283042682135,1.4911674857139587,1.4324671755187226,1.3217374719854262,1.1167871538664145
00-0026158,J.Flacco,2025_03_GB_CLE,2025,3,CLE,GB,142.0,0.0,21.0,36.0,1.0,2025-09-21,58.3,240.7462686151266,250.9997458819979,256.4231839714015,58.70797860244175,1.0974223166704178,1.2276341427149116,1.4322956421332989,0.642300315436052,26.199800223112106,25.798542994896934,24.894130350437212,4.416391738619361,43.30258797109127,41.61921343435925,39.45772777823249,5.649956800990867,1.2455837428569794,1.288311450345815,1.2632397498062578,0.9399084423971489
00-0026158,J.Flacco,2025_04_CLE_DET,2025,4,CLE,DET,184.0,0.0,16.0,34.0,2.0,2025-09-28,47.1,191.3731343075633,214.66649725466527,235.61896870387395,74.81987408031846,0.5487111583352089,0.8184227618099411,1.171878252654517,0.8328673458709193,23.599900111556053,24.199028663264624,24.186106650357715,4.404443880785173,39.651293985545635,39.74614228957284,38.829050000372035,5.482000548470442,1.1227918714284897,1.1922076335638767,1.2153779771142108,0.7823309905908435
00-0026158,J.Flacco,2025_06_CIN_GB,2025,6,CIN,GB,219.0,2.0,29.0,46.0,0.0,2025-10-12,63.0,187.68656715378165,204.44433150311022,226.23370166680593,63.19209380363549,0.27435557916760445,0.5456151745399608,0.9588094794446048,0.8052982633812831,19.799950055778027,21.466019108843085,22.697723623019947,5.621930599097412,36.82564699277282,37.83076152638189,37.951040909395296,5.4043126615176185,1.5613959357142448,1.4614717557092511,1.358036526729809,0.7676495106497259
00-0026158,J.Flacco,2025_07_PIT_CIN,2025,7,CIN,PIT,342.0,3.0,31.0,47.0,0.0,2025-10-16,66.0,203.34328357689083,209.2962210020735,224.91848318193212,52.163325800799164,1.1371777895838022,1.030410116359974,1.148116846818313,1.0099020749764966,24.399975027889013,23.977346072562057,23.843592055198137,6.069402241584682,41.41282349638641,40.55384101758793,39.414488016777966,6.16514138933613,0.7806979678571224,0.9743145038061676,1.1111207945971162,0.9930572244393455
00-0026158,J.Flacco,2025_08_NYJ_CIN,2025,8,CIN,NYJ,223.0,2.0,21.0,34.0,0.0,2025-10-26,61.8,272.6716417884454,253.53081400138237,246.20603169430808,81.88868308263261,2.068588894791901,1.686940077573316,1.4848228746695287,1.325712553922504,27.699987513944507,26.318230715041373,25.144757136071203,6.185287488855731,44.206411748193204,42.702560678391954,40.793672013727424,6.073038999128622,0.3903489839285612,0.6495430025374451,0.909098831943095,0.9597567855537438
00-0026158,J.Flacco,2025_09_CHI_CIN,2025,9,CIN,CHI,470.0,4.0,31.0,48.0,2.0,2025-11-02,64.6,247.8358208942227,243.35387600092162,241.98675320443385,68.7708473526673,2.0342944473959506,1.7912933850488777,1.5784914429114325,1.0949428671642343,24.349993756972253,24.54548714336092,24.391164929512797,5.775961995509988,39.1032058740966,39.80170711892797,39.55845892032243,6.754646318656865,0.1951744919642806,0.4330286683582968,0.7438081352261686,0.855151955619024
00-0026158,J.Flacco,2025_11_CIN_PIT,2025,11,CIN,PIT,199.0,1.0,23.0,40.0,1.0,2025-11-16,57.5,358.91791044711135,318.9025840006144,283.44370716726405,131.99231479464441,3.0171472236979753,2.5275289233659186,2.0187657260184446,1.4677784260372064,27.674996878486127,26.696991428907282,25.592771305965016,5.814944944632538,43.5516029370483,42.53447141261865,41.093284571172894,7.00619960978627,1.0975872459821403,0.9553524455721978,0.9722066560941379,1.0814705568841176
00-0026158,J.Flacco,2025_12_NE_CIN,2025,12,CIN,NE,183.0,1.0,19.0,37.0,1.0,2025-11-23,51.4,278.9589552235557,278.93505600040965,268.0903058641251,124.93260454871297,2.0085736118489876,2.0183526155772795,1.833535594015091,1.443745229022055,25.337498439243063,25.46466095260486,25.121358341244104,5.132152161917346,41.77580146852415,41.689647608412436,40.89450555823237,5.874425373180749,1.0487936229910702,0.9702349637147987,0.9772599913497491,0.8833304970214519
00-0026158,J.Flacco,2025_16_CIN_MIA,2025,16,CIN,MIA,4.0,0.0,1.0,1.0,0.0,2025-12-21,100.0,230.97947761177784,246.9567040002731,252.61934116155692,113.85066803120029,1.5042868059244938,1.6789017437181863,1.6819836678305289,1.2952480175224508,22.16874921962153,23.309773968403242,24.008384097381537,5.400756304636864,39.387900734262075,40.126431738941626,40.18641363855375,5.3958340671085585,1.024396811495535,0.9801566424765324,0.9813945383770672,0.7214069197882576
00-0026158,J.Flacco,2025_17_ARI_CIN,2025,17,CIN,ARI,24.0,0.0,3.0,5.0,0.0,2025-12-28,60.0,117.48973880588892,165.9711360001821,207.41582458672838,158.2339153537565,0.7521434029622469,1.1192678291454576,1.3761684554977054,1.3789199567464363,11.584374609810766,15.873182645602164,19.825041534221256,12.557972449032968,20.193950367131038,27.084287825961088,33.0616111588167,21.0868160581584,0.5121984057477675,0.6534377616510217,0.802959167763055,0.7834634837258604
00-0026197,C.Henne,2020_07_KC_DEN,2020,7,KC,DEN,13.0,0.0,2.0,2.0,0.0,2020-10-25,100.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
00-0026197,C.Henne,2020_08_NYJ_KC,2020,8,KC,NYJ,17.0,0.0,3.0,4.0,0.0,2020-11-01,75.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
00-0026197,C.Henne,2020_17_LAC_KC,2020,17,KC,LAC,218.0,2.0,23.0,32.0,0.0,2021-01-03,71.9,15.0,14.333333333333334,13.727272727272727,2.8284271247461903,0.0,0.0,0.0,0.0,2.5,2.3333333333333335,2.1818181818181817,0.7071067811865476,3.0,2.666666666666667,2.3636363636363633,1.4142135623730951,0.0,0.0,0.0,0.0
00-0026197,C.Henne,2020_19_CLE_KC,2020,19,KC,CLE,66.0,0.0,6.0,8.0,1.0,2021-01-17,75.0,116.5,82.22222222222221,50.867768595041326,119.84236441130619,1.0,0.6666666666666666,0.36363636363636365,1.1766968108291043,12.75,9.222222222222221,5.96694214876033,12.168686168889518,17.5,12.444444444444445,7.752066115702479,17.284942313158894,0.0,0.0,0.0,0.0
00-0026197,C.Henne,2021_07_KC_TEN,2021,7,KC,TEN,82.0,0.0,11.0,16.0,0.0,2021-10-24,68.8,91.25,76.81481481481481,53.6190833959429,92.21212061312723,0.5,0.4444444444444445,0.2975206611570248,0.9733285267845754,9.375,8.148148148148149,5.972952667167542,9.48703111613408,12.75,10.962962962962964,7.797145003756572,13.462283710677283,0.5,0.3333333333333333,0.18181818181818182,0.5518254055364693
00-0026197,C.Henne,2022_07_KC_SF,2022,7,KC,SF,0.0,0.0,0.0,2.0,0.0,2022-10-23,0.0,86.625,78.54320987654322,58.779250051226015,73.4083232277636,0.25,0.29629629629629634,0.2434259954921112,0.810321990807776,10.1875,9.098765432098766,6.8869612731370795,7.701174509021211,14.375,12.641975308641976,9.28857318489174,11.046437916466438,0.25,0.22222222222222224,0.1487603305785124,0.47415353018025186
00-0026197,C.Henne,2022_20_JAX_KC,2022,20,KC,JAX,23.0,1.0,5.0,7.0,0.0,2023-01-21,71.4,43.3125,52.36213991769548,48.09211367827583,72.50609981916449,0.125,0.1975308641975309,0.19916672358445459,0.6729845683309142,5.09375,6.0658436213991775,5.6347864962030645,7.878381351436078,8.1875,9.094650205761319,7.963378060365969,10.562605465006849,0.125,0.14814814814814817,0.1217129977460556,0.40066725905342016
00-0026300,J.Johnson,2021_08_CIN_NYJ,2021,8,NYJ,CIN,17.0,0.0,2.0,4.0,0.0,2021-10-31,50.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
00-0026300,J.Johnson,2021_09_NYJ_IND,2021,9,NYJ,IND,317.0,3.0,27.0,41.0,1.0,2021-11-04,65.9,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
00-0026300,J.Johnson,2021_16_BAL_CIN,2021,16,BAL,CIN,304.0,2.0,28.0,40.0,1.0,2021-12-26,70.0,167.0,116.99999999999999,71.54545454545455,212.13203435596424,1.5,1.0,0.5454545454545454,2.1213203435596424,14.5,10.333333333333334,6.545454545454545,17.67766952966369,22.5,16.333333333333332,10.727272727272727,26.16295090390226,0.5,0.3333333333333333,0.18181818181818182,0.7071067811865476
00-0026300,J.Johnson,2022_14_TB_SF,2022,14,SF,TB,10.0,0.0,1.0,2.0,0.0,2022-12-11,50.0,235.5,179.33333333333331,113.80991735537191,181.3115677925284,1.75,1.3333333333333335,0.8099173553719008,1.5566235649883127,21.25,16.22222222222222,10.446280991735536,15.882985574797667,31.25,24.22222222222222,16.049586776859506,22.578921415951037,0.75,0.5555555555555556,0.3305785123966942,0.6201736729460423
00-0026300,J.Johnson,2022_21_SF_PHI,2022,21,SF,PHI,74.0,0.0,7.0,13.0,0.0,2023-01-29,53.8,122.75,122.88888888888889,94.93538692712247,167.36460131830773,0.875,0.8888888888888891,0.6626596543951915,1.4008590275390291,11.125,11.148148148148149,8.728775356874529,14.781999824008675,16.625,16.814814814814817,13.49511645379414,21.198134405075347,0.375,0.3703703703703704,0.270473328324568,0.5652865398896839
00-0026300,J.Johnson,2024_04_BUF_BAL,2024,4,BAL,BUF,1.0,0.0,1.0,1.0,0.0,2024-09-29,100.0,98.375,106.59259259259261,91.12895294037293,135.70944962852587,0.4375,0.5925925925925928,0.542176080868793,1.2125434825464287,9.0625,9.765432098765434,8.414452564715523,11.968800307837117,14.8125,15.543209876543212,13.405095280377022,16.9875286623897,0.1875,0.24691358024691362,0.2212963595382829,0.49180436204991557
00-0026300,J.Johnson,2024_15_BAL_NYG,2024,15,BAL,NYG,0.0,0.0,0.0,0.0,0.0,2024-12-15,,49.6875,71.39506172839508,74.74187058757785,123.12194173947742,0.21875,0.3950617283950619,0.4435986116199215,1.0285037215359363,5.03125,6.843621399176956,7.066370280221791,10.72911134463539,7.90625,10.69547325102881,11.149623411217563,15.745742057269966,0.09375,0.16460905349794244,0.18106065780404962,0.41823988507181603
00-0026300,J.Johnson,2024_17_BAL_HOU,2024,17,BAL,HOU,16.0,0.0,1.0,2.0,0.0,2024-12-25,50.0,24.84375,47.59670781893006,61.1524395716546,106.93358092749692,0.109375,0.26337448559670795,0.36294431859811754,0.861427250391442,2.515625,4.562414266117972,5.781575683817828,9.439717872962595,3.953125,7.1303155006858745,9.122419154632551,13.98940740408912,0.046875,0.10973936899862831,0.14814053820331333,0.3508123970296911
00-0026300,J.Johnson,2025_16_PHI_WAS,2025,16,WAS,PHI,43.0,0.0,5.0,9.0,1.0,2025-12-20,55.6,20.421875,37.06447187928671,52.94290510408103,88.70576861737108,0.0546875,0.1755829903978053,0.29695444248936886,0.7154814222981004,1.7578125,3.374942844078648,4.912198286760041,7.9175509694737585,2.9765625,5.420210333790584,7.827433853790268,11.71514926813202,0.0234375,0.07315957933241889,0.12120589489361999,0.29163403128972193
00-0026300,J.Johnson,2025_17_DAL_WAS,2025,17,WAS,DAL,198.0,0.0,15.0,23.0,0.0,2025-12-25,65.2,31.7109375,39.04298125285781,51.13510417606629,72.4265962422662,0.02734375,0.11705532693187022,0.24296272567311997,0.5909332437307477,3.37890625,3.916628562719099,4.928162234621851,6.515118287505195,5.98828125,6.61347355586039,8.040627698555673,9.741006842852292,0.51171875,0.3821063862216126,0.28098664127659817,0.5436693542299743
00-0026300,J.Johnson,2025_18_WAS_PHI,2025,18,WAS,PHI,131.0,1.0,14.0,22.0,1.0,2026-01-04,63.6,114.85546875,92.02865416857188,77.8378125076906,102.55520912958546,0.013671875,0.07803688462124682,0.1987876846416436,0.4862232374485204,9.189453125,7.6110857084794,6.759405464690605,7.900603267321811,14.494140625,12.075649037240261,10.76051357154555,11.740677538187773,0.255859375,0.25473759081440844,0.2298981610444894,0.48730751989327065
00-0026498,M.Stafford,2020_01_CHI_DET,2020,1,DET,CHI,297.0,1.0,24.0,42.0,1.0,2020-09-13,57.1,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
00-0026498,M.Stafford,2020_02_DET_GB,2020,2,DET,GB,244.0,2.0,20.0,33.0,1.0,2020-09-20,60.6,297.0,297.0,297.0,0.0,1.0,1.0,1.0,0.0,24.0,24.0,24.0,0.0,42.0,42.0,42.0,0.0,1.0,1.0,1.0,0.0
00-0026498,M.Stafford,2020_03_DET_ARI,2020,3,DET,ARI,270.0,2.0,22.0,31.0,0.0,2020-09-27,71.0,270.5,279.33333333333337,287.3636363636363,37.476659402887016,1.5,1.3333333333333335,1.1818181818181817,0.7071067811865476,22.0,22.666666666666664,23.27272727272727,2.8284271247461903,37.5,39.0,40.36363636363636,6.363961030678928,1.0,1.0,1.0,0.0
00-0026498,M.Stafford,2020_04_NO_DET,2020,4,DET,NO,206.0,3.0,17.0,32.0,1.0,2020-10-04,53.1,270.25,276.2222222222223,284.2066115702479,26.04581761789435,1.75,1.5555555555555558,1.330578512396694,0.6201736729460422,22.0,22.444444444444443,23.041322314049584,1.9611613513818402,34.25,36.333333333333336,38.66115702479338,6.391099580365952,0.5,0.6666666666666667,0.8181818181818181,0.5883484054145521
00-0026498,M.Stafford,2020_06_DET_JAX,2020,6,DET,JAX,223.0,1.0,19.0,31.0,1.0,2020-10-18,61.3,238.125,252.81481481481487,269.98722764838465,43.58260672587814,2.375,2.037037037037037,1.6341096919609313,0.9278481856635262,19.5,20.62962962962963,21.942900075131476,3.3588621417405684,33.125,34.88888888888889,37.45003756574004,5.447286694385296,0.75,0.7777777777777779,0.8512396694214874,0.4866642633922876
00-0026498,M.Stafford,2020_07_DET_ATL,2020,7,DET,ATL,340.0,1.0,25.0,36.0,0.0,2020-10-25,69.4,230.5625,242.87654320987662,261.44409534867833,38.196541896445936,1.6875,1.6913580246913582,1.5188170206953073,0.9250243797288715,19.25,20.08641975308642,21.407827334198476,2.811977328295048,32.0625,33.592592592592595,36.27730346287821,4.811391122750519,0.875,0.8518518518518521,0.8782870022539442,0.40516099540388795
00-0026498,M.Stafford,2020_08_IND_DET,2020,8,DET,IND,336.0,3.0,24.0,42.0,1.0,2020-11-01,57.1,285.28125,275.25102880658443,275.72698710346407,60.14735280940014,1.34375,1.4609053497942388,1.4244866532961604,0.8324525001554622,22.125,21.72427983539095,22.06094963707148,3.4612149047661624,34.03125,34.39506172839506,36.22688465144581,4.090336021903458,0.4375,0.5679012345679014,0.7185984563895906,0.5587037993182831
00-0026498,M.Stafford,2020_09_DET_MIN,2020,9,DET,MIN,211.0,1.0,23.0,32.0,2.0,2020-11-08,71.9,310.640625,295.5006858710563,286.68571672101604,58.49333583627706,2.171875,1.973936899862826,1.710943625424131,1.0585904023874992,23.0625,22.482853223593967,22.41350424851303,3.05922987786144,38.015625,36.93004115226338,37.276541987546565,5.218782435395618,0.71875,0.711934156378601,0.769762373409665,0.5082775366773888
00-0026498,M.Stafford,2020_10_WAS_DET,2020,10,DET,WAS,276.0,3.0,24.0,33.0,0.0,2020-11-15,72.7,260.8203125,267.3337905807042,272.9246773171949,65.27964750373638,1.5859375,1.6492912665752173,1.581681148074289,1.0041207761523223,23.03125,22.65523548239598,22.520139839692476,2.5073881434009677,35.0078125,35.28669410150892,36.31717071708355,4.985357925857699,1.359375,1.141289437585734,0.993441941880635,0.7962033078043714
00-0026498,M.Stafford,2020_11_DET_CAR,2020,11,DET,CAR,178.0,0.0,18.0,33.0,0.0,2020-11-22,54.5,268.41015625,270.2225270538028,273.4838268958867,53.44561727268685,2.29296875,2.099527511050145,1.8395573029698726,1.0855623604754896,23.515625,23.10349032159732,22.789205323384753,2.1648183921015582,34.00390625,34.52446273433928,35.7140487685229,4.241735735218086,0.6796875,0.7608596250571561,0.812816134265974,0.8855448924350935
00-0026498,M.Stafford,2020_12_HOU_DET,2020,12,DET,HOU,295.0,1.0,28.0,43.0,1.0,2020-11-26,65.1,223.205078125,239.48168470253523,256.12313109663455,65.32056118205638,1.146484375,1.3996850073667635,1.505092338793532,1.4178305210191064,20.7578125,21.40232688106488,21.918440719132978,3.218918994104122,33.501953125,34.01630848955952,35.22058535606419,3.5539721686489063,0.33984375,0.5072397500381042,0.6650313825812514,0.8265997692027683
00-0026498,M.Stafford,2020_13_DET_CHI,2020,13,DET,CHI,402.0,3.0,27.0,42.0,1.0,2020-12-06,64.3,259.1025390625,257.98778980169016,263.19165271542823,60.82676145225366,1.0732421875,1.2664566715778425,1.4132573681037988,1.1764549064209366,24.37890625,23.601551254043255,23.024178770199708,4.358914526174679,38.2509765625,37.01087232637302,36.635024382234334,5.5536103425831636,0.669921875,0.6714931666920695,0.7259347675664785,0.7230549224955846
00-0026498,M.Stafford,2020_14_GB_DET,2020,14,DET,GB,244.0,1.0,24.0,34.0,0.0,2020-12-13,70.6,330.55126953125,305.99185986779344,288.4295340398958,90.70794567710165,2.03662109375,1.8443044477185617,1.7017560284485624,1.3256790611278004,25.689453125,24.734367502695505,23.747055357436125,3.9841248952714934,40.12548828125,38.67391488424868,37.61047449455536,5.241516014217522,0.8349609375,0.7809954444613797,0.7757648098271186,0.6151923177732824
00-0026498,M.Stafford,2020_15_DET_TEN,2020,15,DET,TEN,252.0,1.0,22.0,32.0,0.0,2020-12-20,68.8,287.275634765625,285.327906578529,280.3514369417329,80.94715008978731,1.518310546875,1.5628696318123745,1.5741640232760965,1.1702800086854404,24.8447265625,24.48957833513034,23.793045292447736,3.275850252991147,37.062744140625,37.11594325616579,36.95402458645439,4.93789929719289,0.41748046875,0.5206636296409198,0.6347166625858243,0.6494079528003445
00-0026498,M.Stafford,2020_16_TB_DET,2020,16,DET,TB,17.0,0.0,2.0,3.0,0.0,2020-12-26,66.7,269.6378173828125,274.21860438568604,275.1966302250542,68.38639879897964,1.2591552734375,1.3752464212082498,1.4697705644986243,1.0005074860442535,23.42236328125,23.659718890086893,23.467037057457237,2.9791955318124472,34.5313720703125,35.410628837443866,36.05329284346268,4.850271294510678,0.208740234375,0.34710908642727994,0.5193136330247653,0.5970338774200645
00-0026498,M.Stafford,2020_17_MIN_DET,2020,17,DET,MIN,293.0,3.0,20.0,33.0,1.0,2021-01-03,60.6,143.31890869140625,188.47906959045736,228.25178836595342,146.61561711371752,0.62957763671875,0.9168309474721666,1.2025395527716016,1.0921088449079979,12.711181640625,16.439812593391263,19.563939410646828,11.672023405617427,18.76568603515625,24.607085891629247,30.043603235560372,17.535049626756795,0.1043701171875,0.23140605761818667,0.42489297247480795,0.5206705787591781
00-0026498,M.Stafford,2021_01_CHI_LA,2021,1,LA,CHI,321.0,3.0,20.0,26.0,0.0,2021-09-12,76.9,218.15945434570312,223.3193797269716,240.0241904812346,131.7774634963099,1.814788818359375,1.611220631648111,1.5293505431767649,1.4144179626033844,16.3555908203125,17.62654172892751,19.643223154165586,9.713100859754636,25.882843017578125,27.404723927752833,30.58112992000394,14.985026609680475,0.55218505859375,0.4876040384121244,0.5294578865702975,0.587218095819779
00-0026498,M.Stafford,2021_02_LA_IND,2021,2,LA,IND,278.0,2.0,19.0,30.0,1.0,2021-09-19,63.3,269.57972717285156,255.87958648464775,254.74706493919194,119.27806526082327,2.4073944091796875,2.0741470877654073,1.7967413535082621,1.3672850540436516,18.17779541015625,18.417694485951674,19.708091671590022,8.028751271882834,25.941421508789062,26.93648261850189,29.748197207275947,12.257584346702092,0.276092529296875,0.3250693589414163,0.4331928162847888,0.5439914400274438
00-0026498,M.Stafford,2021_03_TB_LA,2021,3,LA,TB,343.0,4.0,27.0,38.0,0.0,2021-09-26,71.1,273.7898635864258,263.25305765643185,258.9748713138843,98.08540167103982,2.2036972045898438,2.049431391843605,1.8336974710522145,1.1170666229576094,18.588897705078125,18.611796323967784,19.579347731300924,6.562623831955239,27.97071075439453,27.957655079001263,29.793979533225773,10.137674258296146,0.6380462646484375,0.5500462392942775,0.5362486678693726,0.5690525686849977
00-0026498,M.Stafford,2021_04_ARI_LA,2021,4,LA,ARI,280.0,2.0,26.0,41.0,1.0,2021-10-03,63.4,308.3949317932129,289.83537177095457,274.25216743863257,90.44543315175075,3.101848602294922,2.6996209278957366,2.22757065813363,1.3743209171006425,22.794448852539062,21.407864215978524,20.928557234700754,6.946726041685626,32.985355377197266,31.305103386000845,31.28598325445745,9.824889750670552,0.31902313232421875,0.36669749286285175,0.4387489100749412,0.5476516891163749
00-0026498,M.Stafford,2021_05_LA_SEA,2021,5,LA,SEA,365.0,1.0,25.0,37.0,1.0,2021-10-07,67.6,294.19746589660645,286.55691451396973,275.2972279043357,74.0300856090613,2.550924301147461,2.466413951930491,2.186194174836606,1.1811585119163548,24.39722442626953,22.938576143985685,21.850637737482433,6.16676784527275,36.99267768859863,34.536735590667234,33.052168117283365,9.511094124851489,0.6595115661621094,0.5777983285752345,0.5407945627885882,0.5579938416352013
00-0026498,M.Stafford,2021_06_LA_NYG,2021,6,LA,NYG,251.0,4.0,22.0,28.0,1.0,2021-10-17,78.6,329.5987329483032,312.70460967597984,291.60682283082014,73.23175789313072,1.7754621505737305,1.9776093012869942,1.9705225066844958,1.2358864033363772,24.698612213134766,23.625717429323792,22.423249057940172,5.151027943760788,36.996338844299316,35.357823727111494,33.76995573232275,7.873546339202964,0.8297557830810547,0.7185322190501564,0.6242864604633903,0.507036950364627
00-0026498,M.Stafford,2021_07_DET_LA,2021,7,LA,DET,334.0,3.0,28.0,42.0,0.0,2021-10-24,66.7,290.2993664741516,292.1364064506532,284.2237641343074,68.06531837448239,2.8877310752868652,2.6517395341913295,2.339518414560042,1.4677894001167209,23.349306106567383,23.083811619549195,22.34629468376923,4.292188232790989,32.49816942214966,32.90521581807433,32.72087287190043,7.507775994729917,0.9148778915405273,0.8123548127001043,0.6925980131064102,0.43977001867798626
00-0026498,M.Stafford,2021_08_LA_HOU,2021,8,LA,HOU,305.0,3.0,21.0,32.0,0.0,2021-10-31,65.6,312.1496832370758,306.0909376337688,293.2739888371606,59.79476566856545,2.9438655376434326,2.767826356127553,2.459605975549125,1.212419410171647,25.67465305328369,24.722541079699464,23.374241104902094,4.358383340000211,37.24908471107483,35.93681054538289,34.40798689519126,7.781658968752983,0.45743894577026367,0.5415698751334029,0.5666711016325174,0.5587870667617142
00-0026498,M.Stafford,2021_09_TEN_LA,2021,9,LA,TEN,294.0,1.0,31.0,48.0,2.0,2021-11-07,64.6,308.5748416185379,305.7272917558459,295.4059908667677,48.825607076581576,2.9719327688217163,2.8452175707517022,2.557859434540193,0.9974704881613634,23.337326526641846,23.48169405313298,22.942560904010804,4.063609662457957,34.624542355537415,34.62454036358859,33.97017109606557,6.683906772682661,0.22871947288513184,0.36104658342226864,0.46363999224478697,0.5381762131123372
00-0026498,M.Stafford,2021_10_LA_SF,2021,10,LA,SF,243.0,1.0,26.0,41.0,2.0,2021-11-15,63.4,301.28742080926895,301.8181945038973,295.150356163719,40.3422342882579,1.9859663844108582,2.230145047167802,2.274612264623794,1.2684966588117559,27.168663263320923,25.987796035421987,24.407549830554295,5.168170230375983,41.31227117776871,39.083026909059065,36.521049078599106,8.915061912195888,1.114359736442566,0.9073643889481791,0.7429781754730075,0.9691475399930267
00-0026498,M.Stafford,2021_12_LA_GB,2021,12,LA,GB,302.0,3.0,21.0,39.0,1.0,2021-11-28,53.8,272.1437104046345,282.21212966926487,285.668473224861,45.23263965370695,1.492983192205429,1.820096698111868,2.04286458014674,1.2219131047566643,26.58433163166046,25.99186402361466,24.697086224998966,4.219798220670578,41.156135588884354,39.72201793937271,37.335403791581086,7.348899668565214,1.557179868221283,1.271576259298786,0.9715275981142788,0.9786676411000317
00-0026498,M.Stafford,2021_13_JAX_LA,2021,13,LA,JAX,295.0,3.0,26.0,38.0,0.0,2021-12-05,68.4,287.07185520231724,288.8080864461766,288.6378417294317,38.37656932846736,2.2464915961027145,2.213397798741245,2.216889201938242,1.1756255692936552,23.79216581583023,24.327909349076442,24.024888729544607,4.335088723493278,40.07806779444218,39.481345292915144,37.63805764765725,6.012405993835153,1.2785899341106415,1.181050839532524,0.9767043984571371,0.8117967908751021
00-0026498,M.Stafford,2021_14_LA_ARI,2021,14,LA,ARI,287.0,3.0,23.0,30.0,0.0,2021-12-13,76.7,291.0359276011586,290.8720576307844,289.7945977786259,31.50381973452467,2.6232457980513573,2.4755985324941636,2.359272983404016,1.0455955469328875,24.896082907915115,24.885272899384297,24.383999869627402,3.64764281974777,39.03903389722109,38.987563528610096,37.7038653480832,4.970804927195091,0.6392949670553207,0.7873672263550161,0.7991217805558394,0.9092907426182363
00-0026498,M.Stafford,2021_15_SEA_LA,2021,15,LA,SEA,244.0,2.0,21.0,29.0,1.0,2021-12-21,72.4,289.0179638005793,289.5813717538563,289.286489091603,25.803587222436764,2.8116228990256786,2.6503990216627757,2.4757688046032857,0.8973487203588316,23.948041453957558,24.25684859958953,24.132363529695148,3.1396642352878503,34.519516948610544,35.9917090190734,36.30316255752261,6.237825076807681,0.31964748352766037,0.5249114842366774,0.6538269113638685,0.8505374640564318
00-0026498,M.Stafford,2021_16_LA_MIN,2021,16,LA,MIN,197.0,1.0,21.0,37.0,3.0,2021-12-26,56.8,266.50898190028965,274.38758116923754,281.0525819840388,31.953271974167034,2.4058114495128393,2.433599347775184,2.3892653855845065,0.8089056787291694,22.47402072697878,23.171232399726357,23.56284288793239,3.0851365188736994,31.759758474305272,33.661139346048934,34.97531481979122,6.286429455061697,0.6598237417638302,0.6832743228244517,0.7167674729340743,0.7382228367888569
00-0026498,M.Stafford,2021_17_LA_BAL,2021,17,LA,BAL,309.0,2.0,26.0,36.0,2.0,2022-01-02,72.2,231.75449095014483,248.5917207794917,265.77029435057716,48.4173566644956,1.7029057247564197,1.9557328985167892,2.136671679114596,1.0035485985763852,21.73701036348939,22.44748826648424,23.096871453762866,2.7667475765872247,34.379879237152636,34.77409289736596,35.343439398011,5.426121470563144,1.829911870881915,1.455516215216301,1.1319006596733334,1.3616934880673222
00-0026498,M.Stafford,2021_18_SF_LA,2021,18,LA,SF,238.0,3.0,21.0,32.0,2.0,2022-01-09,65.6,270.3772454750724,268.7278138529945,273.6302408322904,50.75906383660497,1.8514528623782098,1.970488599011193,2.111822282911942,0.8197260842515106,23.868505181744695,23.63165884432283,23.624713007624162,2.9340946352402963,35.18993961857632,35.182728598243976,35.46281405291809,4.4772745409820685,1.9149559354409575,1.6370108101442007,1.289736903369091,1.1482552664437138
00-0026498,M.Stafford,2021_19_ARI_LA,2021,19,LA,ARI,202.0,2.0,13.0,17.0,0.0,2022-01-17,76.5,254.1886227375362,258.48520923532965,267.1520152264194,44.496431479615175,2.425726431189105,2.313659066007462,2.273309140564316,0.8616160159913907,22.434252590872347,22.754439229548552,23.147492460783404,2.768223229864999,33.59496980928816,34.121819065495984,34.83321149784207,4.022165354030721,1.9574779677204788,1.7580072067628008,1.4188756482110745,0.9568666353911729
